100000 , 100 , 0.2 , 1000 , 1 , 2099466.27792948 
100000 , 100 , 0.2 , 100 , 1 , 2261301.5401175916 
100000 , 100 , 0.2 , 100 , 10 , 2206835.3380905464 
100000 , 100 , 0.2 , 1000 , 10 , 2097008.3662360772 
100000 , 100 , 0.2 , 1000 , 3 , 2148699.028459439 
100 , 10 , 0.2 , 10 , 3 , 259.32598427298245 
100 , 10 , 0.2 , 1000 , 3 , 278.99239781868573 
100 , 10 , 0.2 , 1000 , 3 , 278.99239781868573 
1000 , 100 , 0.2 , 10 , 3 , 24236.217858284566 
1000 , 100 , 0.2 , 200 , 3 , 6787.163216687241 
1000 , 100 , 0.2 , 100 , 3 , 6818.768532492016 
1000 , 100 , 0.2 , 1000 , 3 , 6803.548956467884 
100 , 10 , 0.2 , 10 , 3 , 307.55912589754547 
10000 , 1000 , 0.2 , 1000 , 3 , 124572.57939274302 
100000 , 10000 , 0.2 , 10000 , 3 , 2044849.7229931909 
100000 , 10000 , 0.3 , 10000 , 3 , 2185326.147130971 
100000 , 10000 , 0.3 , 10000 , 3 , 2185942.6035768376 
100000 , 10000 , 0.3 , 10000 , 3 , 2098446.9307533978 
10000 , 1000 , 0.2 , 1000 , 3 , 123554.25667386151 
1000 , 100 , 0.2 , 100 , 3 , 6513.467810317812 
100 , 10 , 0.2 , 10 , 3 , 310.9745133209737 
100 , 10 , 0.2 , 1000 , 3 , 310.9745133209737 
100 , 10 , 0.2 , 1000 , 3 , 310.9745133209737 
100 , 10 , 0.2 , 10 , 3 , 310.9745133209737 
